City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kolwezi,-10.7148,25.4667,16.01,97,100,1.23,CD,1701122889
363,ahvaz,31.3203,48.6693,20.09,88,0,3.05,IR,1701122890
364,kailua-kona,19.6406,-155.9956,27.98,72,75,4.12,US,1701122649
365,grand forks,47.9417,-97.4337,-8.15,56,20,4.63,US,1701122890
366,san juan,-31.5375,-68.5364,36.85,16,15,0.89,AR,1701122734
367,amga,60.8953,131.9608,-32.69,100,96,0.31,RU,1701122891
368,radovis,41.6383,22.4647,0.11,59,97,2.55,MK,1701122629
369,baiyin,36.5583,104.2081,0.23,44,4,1.54,CN,1701122891
370,kingston,17.997,-76.7936,28.47,83,49,1.54,JM,1701122813
371,mount gambier,-37.8333,140.7667,15.81,74,83,4.23,AU,1701122698
372,ulanhot,46.0833,122.0833,-18.13,76,7,3.04,CN,1701122893
373,skovorodino,53.9833,123.9167,-16.73,59,100,4.35,RU,1701122893
374,khanbari,27.3747,87.2039,16.15,73,100,0.43,NP,1701122893
375,vershino-darasunskiy,52.35,115.5167,-24.78,95,26,1.75,RU,1701122893
376,gardez,33.5974,69.2259,3.69,47,11,1.8,AF,1701122894
377,cidreira,-30.1811,-50.2056,21.74,89,100,8.56,BR,1701122681
378,fort st. john,56.2499,-120.8529,3.67,64,2,6.95,CA,1701122895
379,nuuk,64.1835,-51.7216,-2.29,93,100,10.73,GL,1701122435
380,sao joao da barra,-21.6403,-41.0511,25.05,84,91,5.74,BR,1701122896
381,dolisie,-4.1997,12.6739,21.59,96,93,1.25,CG,1701122896
382,zouerate,22.7187,-12.4521,19.32,16,21,3.51,MR,1701122896
383,armacao de buzios,-22.7469,-41.8817,23.5,86,100,8.09,BR,1701122897
384,neiafu,-18.65,-173.9833,30.38,70,75,3.6,TO,1701122897
385,veinticinco de mayo,-35.4323,-60.1727,29.43,35,0,2.68,AR,1701122898
386,santo antonio do ica,-3.1022,-67.9397,28.78,72,100,0.98,BR,1701122898
387,basco,20.4487,121.9702,25.47,83,95,11.99,PH,1701122683
388,kovalam,8.3667,76.9967,27.05,89,40,0.0,IN,1701122899
389,yinchuan,38.4681,106.2731,-0.95,38,46,1.54,CN,1701122899
390,porto novo,6.4965,2.6036,26.27,82,100,2.79,BJ,1701122899
391,muravlenko,63.7898,74.523,-3.65,97,100,4.23,RU,1701122900
392,alice springs,-23.7,133.8833,22.75,46,65,3.6,AU,1701122900
393,mahriz,31.5917,54.4318,12.03,37,0,1.75,IR,1701122900
394,junin de los andes,-39.9504,-71.0694,17.64,44,6,8.47,AR,1701122901
395,port moresby,-9.4431,147.1797,25.68,89,40,1.54,PG,1701122646
396,yima,34.7381,111.8839,4.45,39,2,1.91,CN,1701122901
397,novouzensk,50.4592,48.1431,1.79,78,100,3.98,RU,1701122902
398,nieuw amsterdam,5.8833,-55.0833,29.09,74,20,2.57,SR,1701122902
399,port augusta,-32.5,137.7667,17.19,78,65,6.73,AU,1701122710
400,kijang,35.2442,129.2139,8.08,61,11,8.27,KR,1701122902
401,tari,12.4086,4.4914,28.77,36,12,2.78,NG,1701122903
402,kayunga,0.7025,32.8886,17.18,98,45,1.15,UG,1701122903
403,ugoofaaru,5.6667,73.0,26.77,83,100,5.46,MV,1701122903
404,puerto deseado,-47.7503,-65.8938,11.44,61,100,19.55,AR,1701122904
405,caleta olivia,-46.4393,-67.5281,13.9,63,100,14.86,AR,1701122904
406,villa huidobro,-34.8383,-64.5869,36.42,16,0,6.38,AR,1701122904
407,ventspils,57.3894,21.5606,-1.04,74,100,7.72,LV,1701122905
408,udomlya,57.8794,34.9925,-0.45,92,100,5.88,RU,1701122905
409,dar chioukh,34.8964,3.4854,9.6,38,49,3.24,DZ,1701122905
410,huambo,-12.7761,15.7392,16.19,91,100,0.56,AO,1701122906
411,sarzeau,47.5333,-2.7667,11.82,84,16,9.22,FR,1701122906
412,tisul',55.7611,88.3122,-15.26,98,73,1.86,RU,1701122906
413,vung tau,10.346,107.0843,24.81,83,37,1.11,VN,1701122907
414,balad,34.0164,44.1453,15.67,77,81,6.13,IQ,1701122907
415,ungsang-nodongjagu,42.3578,130.4622,-6.63,54,98,9.2,KP,1701122907
416,nishinoomote,30.7333,131.0,19.03,58,0,12.47,JP,1701122908
417,zharkent,44.1628,80.0,7.07,40,70,1.23,KZ,1701122908
418,hat yai,7.0084,100.4767,24.1,100,75,1.03,TH,1701122908
419,mpika,-11.8343,31.4529,20.98,60,100,1.21,ZM,1701122908
420,nguigmi,14.2495,13.1092,26.59,24,48,5.11,NE,1701122909
421,aswan,24.0934,32.907,17.95,40,35,6.0,EG,1701122909
422,shubarkuduk,49.1447,56.4872,4.1,82,100,1.97,KZ,1701122909
423,sarkand,45.41,79.9186,8.18,43,46,2.3,KZ,1701122909
424,mlawa,53.1128,20.3841,-5.82,92,61,0.45,PL,1701122910
425,dunedin,-45.8742,170.5036,19.48,79,98,1.34,NZ,1701122457
426,kuala lipis,4.1842,102.0468,22.48,99,100,0.42,MY,1701122910
427,tamandare,-8.7597,-35.1047,25.32,84,17,3.74,BR,1701122911
428,saki,8.6667,3.3833,25.89,60,47,1.17,NG,1701122911
429,noshiro,40.2039,140.0242,10.3,84,100,6.7,JP,1701122911
430,karlino,54.0351,15.8774,-1.19,96,89,2.33,PL,1701122911
431,derzhavinsk,51.1,66.3167,1.83,75,100,5.12,KZ,1701122912
432,kalemie,-5.9475,29.1947,21.34,90,99,3.0,CD,1701122912
433,toliara,-23.35,43.6667,22.92,89,0,2.5,MG,1701122720
434,san fernando de apure,7.8878,-67.4724,28.9,61,95,1.61,VE,1701122642
435,porbandar,21.6422,69.6093,21.96,72,0,4.72,IN,1701122913
436,tazovsky,67.4667,78.7,-19.78,99,94,3.01,RU,1701122664
437,saynshand,44.8824,110.1163,-16.71,86,93,3.19,MN,1701122914
438,swiebodzin,52.2475,15.5336,0.41,77,100,4.66,PL,1701122914
439,broome,42.2506,-75.833,1.98,90,100,3.09,US,1701122914
440,nova sintra,14.8667,-24.7167,22.26,68,88,4.6,CV,1701122659
441,malango,-2.9627,119.9001,19.25,95,99,1.09,ID,1701122915
442,santana,-0.0583,-51.1817,31.1,66,75,4.63,BR,1701122621
443,toamasina,-18.1667,49.3833,23.0,94,20,1.03,MG,1701122915
444,conceicao do araguaia,-8.2578,-49.2647,30.45,37,30,2.07,BR,1701122826
445,taulaga,-11.0553,-171.0883,28.72,78,100,7.62,AS,1701122916
446,peniche,39.3558,-9.3811,15.72,91,100,1.87,PT,1701122916
447,damasak,13.0977,12.4952,26.48,22,28,4.21,NG,1701122917
448,homer,59.6425,-151.5483,5.93,65,75,10.29,US,1701122759
449,tual,-5.6667,132.75,28.08,76,100,1.9,ID,1701122917
450,youhao,47.8667,128.8333,-16.85,97,98,1.35,CN,1701122918
451,torres,-29.3353,-49.7269,24.92,89,100,6.21,BR,1701122766
452,hammerfest,70.6634,23.6821,-4.75,80,0,1.54,NO,1701122458
453,bocas del toro,9.3333,-82.25,25.68,78,98,1.79,PA,1701122919
454,tres arroyos,-38.3739,-60.2798,30.8,28,9,7.44,AR,1701122919
455,polyarnyy,69.1989,33.4478,-11.76,97,91,2.07,RU,1701122919
456,deir ez-zor,35.3359,40.1408,13.28,53,69,6.43,SY,1701122919
457,peel,-33.3167,149.6333,18.14,80,100,1.59,AU,1701122920
458,champerico,14.3,-91.9167,34.3,72,20,3.12,GT,1701122920
459,tromso,69.6496,18.957,-8.99,92,0,0.0,NO,1701122920
460,marsh harbour,26.5412,-77.0636,24.77,76,18,7.45,BS,1701122921
461,ghat,24.9647,10.1728,17.71,22,0,1.74,LY,1701122921
462,chiredzi,-21.05,31.6667,23.97,37,0,2.48,ZW,1701122921
463,smithers,54.7804,-127.1743,0.18,86,75,2.06,CA,1701122715
464,luza,60.6308,47.2512,-2.49,86,100,4.45,RU,1701122922
465,paciran,-6.8767,112.3761,25.94,81,100,4.36,ID,1701122922
466,suntar,62.1444,117.6319,-15.36,93,100,3.27,RU,1701122922
467,vadso,70.0744,29.7487,-1.91,93,75,2.06,NO,1701122687
468,gazli,40.1333,63.45,16.29,29,32,6.51,UZ,1701122923
469,jutai,-5.1833,-68.9,27.92,71,98,0.25,BR,1701122923
470,nueva gerona,21.8833,-82.8,28.02,71,29,2.17,CU,1701122923
471,medina,24.4686,39.6142,25.24,22,0,2.57,SA,1701122669
472,dolbeau-mistassini,48.8763,-72.212,1.9,88,100,5.77,CA,1701122864
473,crane,31.3974,-102.3501,11.61,34,97,4.82,US,1701122685
474,sinan,34.8262,126.1086,9.65,60,48,10.38,KR,1701122924
475,alindao,5.0267,21.2088,23.06,92,82,1.42,CF,1701122924
476,rio grande,-32.035,-52.0986,24.06,91,100,7.95,BR,1701122704
477,chibougamau,49.9168,-74.3659,-2.3,93,100,4.92,CA,1701122925
478,egilsstadir,65.2653,-14.3948,2.68,94,100,3.49,IS,1701122925
479,erenhot,43.6475,111.9767,-10.26,65,100,1.17,CN,1701122925
480,galesong,-5.3166,119.3661,23.01,80,99,1.85,ID,1701122925
481,morant bay,17.8815,-76.4093,28.17,77,31,4.53,JM,1701122925
482,kyshtovka,56.555,76.6271,-9.25,97,69,2.68,RU,1701122926
483,khair,27.95,77.8333,18.03,45,97,1.9,IN,1701122926
484,dalai,45.5,124.3,-22.73,94,38,2.07,CN,1701122926
485,wynyard,-41.0,145.7167,13.38,82,100,4.55,AU,1701122913
486,ust-kamenogorsk,49.9789,82.6103,-6.15,86,94,1.58,KZ,1701122927
487,selfoss,63.9331,-20.9971,3.33,98,100,4.72,IS,1701122672
488,ibarreta,-25.2144,-59.8585,22.25,99,100,3.12,AR,1701122927
489,la'ie,21.6477,-157.9253,27.98,74,100,1.79,US,1701122672
490,ngereklmadel,7.4883,134.4856,27.61,82,73,4.4,PW,1701122927
491,kapuskasing,49.4169,-82.4331,-10.95,79,100,6.69,CA,1701122732
492,merizo village,13.2658,144.6691,28.88,89,85,7.14,GU,1701122928
493,mili,6.0815,171.735,28.19,80,100,8.07,MH,1701122683
494,kisanga,-7.4362,37.7034,23.93,92,48,1.12,TZ,1701122928
495,paracuru,-3.41,-39.0306,27.28,79,3,5.34,BR,1701122929
496,maymana,35.9214,64.7836,14.7,33,13,2.3,AF,1701122929
497,sarmiento,-45.5882,-69.07,24.09,28,100,10.52,AR,1701122929
498,aljezur,37.3191,-8.8033,14.13,84,96,0.91,PT,1701122929
499,namibe,-15.1961,12.1522,23.24,75,100,5.11,AO,1701122697
500,tofol,5.3248,163.0078,30.88,70,75,3.09,FM,1701122930
501,ikongo,-21.8833,47.4333,22.39,92,81,0.78,MG,1701122930
502,red bluff,40.1785,-122.2358,17.51,26,0,2.06,US,1701122801
503,weligama,5.9667,80.4167,24.75,89,100,2.71,LK,1701122931
504,dubbo,-32.25,148.6167,20.07,83,100,5.66,AU,1701122931
505,port saint john's,-31.6229,29.5448,20.23,85,7,1.51,ZA,1701122931
506,odienne,9.51,-7.5692,26.15,60,92,1.47,CI,1701122931
507,tahoua,14.8888,5.2692,27.6,22,28,3.68,NE,1701122932
508,narni,42.5171,12.5231,11.33,88,100,1.97,IT,1701122932
509,korla,41.7597,86.1469,0.94,45,57,1.4,CN,1701122932
510,palembang,-2.9167,104.7458,25.05,94,100,1.03,ID,1701122838
511,gadzhiyevo,69.2551,33.3362,-11.9,98,90,2.0,RU,1701122932
512,alvorada,-12.48,-49.1247,28.32,55,98,1.3,BR,1701122933
513,rizokarpaso,35.6,34.375,14.9,43,5,4.96,CY,1701122933
514,buala,-8.145,159.5921,28.34,79,98,1.17,SB,1701122933
515,bac lieu,9.285,105.7244,24.26,90,99,2.7,VN,1701122933
516,sibolga,1.7427,98.7792,24.68,90,100,0.89,ID,1701122845
517,novyy urengoy,66.0833,76.6333,-11.64,96,100,3.59,RU,1701122934
518,igarka,67.4667,86.5833,-20.17,97,95,4.88,RU,1701122934
519,abalak,58.1286,68.5944,-1.47,91,100,4.82,RU,1701122934
520,praya,14.9215,-23.5087,25.3,65,20,4.63,CV,1701122934
521,tezu,27.9167,96.1667,17.27,49,70,1.4,IN,1701122935
522,chateaubelair,13.2833,-61.25,26.29,89,40,2.57,VC,1701122935
523,trincomalee,8.5711,81.2335,27.71,78,100,6.26,LK,1701122779
524,iquique,-20.2208,-70.1431,21.02,70,11,3.66,CL,1701122695
525,brisas de zicatela,15.8369,-97.0419,30.29,54,20,4.63,MX,1701122935
526,novovarshavka,54.1721,74.6946,-3.56,89,93,5.27,RU,1701122936
527,rongelap,11.1635,166.8941,27.86,77,14,9.01,MH,1701122936
528,faranah,10.0404,-10.7434,25.74,59,78,1.46,GN,1701122936
529,sarandi del yi,-33.35,-55.6333,22.9,68,100,5.84,UY,1701122936
530,sao gabriel da cachoeira,-0.1303,-67.0892,25.65,89,84,1.17,BR,1701122937
531,bengkulu,-3.8004,102.2655,22.73,96,100,1.91,ID,1701122937
532,road town,18.4167,-64.6167,27.05,74,40,4.12,VG,1701122937
533,urangan,-25.3,152.9,21.55,89,100,4.48,AU,1701122937
534,ola,59.5833,151.2833,-14.92,71,100,4.3,RU,1701122734
535,luganville,-15.5333,167.1667,27.73,77,97,5.29,VU,1701122938
536,villa gesell,-37.2639,-56.973,20.15,78,1,7.33,AR,1701122938
537,nova vicosa,-17.8919,-39.3719,24.47,85,45,2.33,BR,1701122938
538,nuku'alofa,-21.1333,-175.2,28.19,89,75,3.6,TO,1701122535
539,bubaque,11.2833,-15.8333,27.64,67,10,5.63,GW,1701122718
540,tot'ma,59.9747,42.7642,-1.12,89,100,4.64,RU,1701122939
541,holyhead,53.3062,-4.6321,8.0,76,100,5.14,GB,1701122939
542,santa elena de uairen,4.6167,-61.1333,23.56,66,98,1.71,VE,1701122939
543,ngorongoro,-3.2397,35.4875,12.65,91,81,1.04,TZ,1701122939
544,taoudenni,22.6783,-3.9836,19.57,17,0,3.59,ML,1701122940
545,ushtobe,45.2514,77.9838,6.03,59,100,1.95,KZ,1701122940
546,maun,-19.9833,23.4167,27.84,24,0,1.12,BW,1701122940
547,saint-joseph,-21.3667,55.6167,23.04,83,24,3.35,RE,1701122940
548,tonala,20.6167,-103.2333,19.51,64,100,5.14,MX,1701122941
549,rostovka,55.3842,71.8891,-2.31,89,100,5.63,RU,1701122941
550,an nuhud,12.7,28.4333,25.08,23,0,7.1,SD,1701122941
551,dryden,49.7833,-92.7503,-12.32,65,100,4.08,CA,1701122941
552,pirallahi,40.4723,50.333,11.08,62,20,14.13,AZ,1701122942
553,nouadhibou,20.931,-17.0347,20.99,60,61,6.17,MR,1701122942
554,colac,-38.3333,143.5833,15.09,83,99,2.86,AU,1701122942
555,saudarkrokur,65.7461,-19.6394,3.73,98,100,3.61,IS,1701122553
556,ves'yegonsk,58.664,37.2604,0.74,97,100,6.48,RU,1701122943
557,happy valley-goose bay,53.3168,-60.3315,1.35,76,100,5.62,CA,1701122943
558,kalabo,-14.97,22.6814,21.93,70,53,2.49,ZM,1701122944
559,hazebrouck,50.7237,2.5373,7.83,89,100,5.48,FR,1701122944
560,achikulak,44.5517,44.8378,4.68,86,100,3.22,RU,1701122944
561,sittwe,20.15,92.9,22.04,80,48,3.08,MM,1701122945
562,kapa'a,22.0752,-159.319,26.99,86,100,6.17,US,1701122945
563,trebaseleghe,45.5928,12.0506,5.68,84,75,0.51,IT,1701122945
564,loa janan,-0.583,117.095,22.59,99,52,0.47,ID,1701122945
565,bandon,51.7469,-8.7425,4.77,87,64,4.54,IE,1701122946
566,mutsu,41.2894,141.2169,9.59,83,97,6.59,JP,1701122946
567,papao,-17.75,-149.55,29.82,83,61,9.53,PF,1701122946
568,camarinas,43.1311,-9.1817,13.29,83,100,2.96,ES,1701122947
569,egersund,58.4513,5.9997,-0.51,61,53,7.26,NO,1701122947
570,neman,55.0311,22.0264,-6.21,92,15,2.96,RU,1701122947
571,bahia honda,22.9036,-83.1592,25.1,87,63,6.14,CU,1701122948
572,tadine,-21.55,167.8833,24.38,62,77,3.33,NC,1701122784
573,nanzhang chengguanzhen,31.7839,111.8275,10.04,55,0,0.57,CN,1701122948
574,harper,4.375,-7.7169,26.45,82,62,2.2,LR,1701122948
575,guskhara,23.5,87.75,19.35,61,52,1.99,IN,1701122949
576,orange cove,36.6244,-119.3137,19.23,27,0,1.54,US,1701122949
577,manismata,-2.4667,111.0333,22.85,99,83,1.06,ID,1701122849
578,makarov,48.6333,142.8,-5.44,65,74,3.13,RU,1701122950
579,coyhaique,-45.5752,-72.0662,18.97,37,75,2.06,CL,1701122950
580,ponta delgada,37.7333,-25.6667,18.4,88,75,2.06,PT,1701122950
581,bandundu,-3.3167,17.3667,22.75,95,100,0.1,CD,1701122716
582,dongtai,32.8523,120.3095,6.07,71,0,2.53,CN,1701122951
583,ath thawrah,35.8469,38.5443,11.65,58,8,6.91,SY,1701122952
584,dickinson,29.4608,-95.0513,14.53,50,75,2.57,US,1701122953
